"NOME";"tipo";"X2000";"X2001";"X2002";"X2003";"X2004";"X2005";"X2006";"X2007";"X2008";"X2009";"X2010";"X2011";"X2012";"X2013";"X2014";"X2015";"X2016";"X2017";"X2018";"X2019";"X2020"
"Aglomeração Urbana do Litoral Norte";"total";0;4,25531914893617;2,94117647058824;7,54716981132075;0;1,63934426229508;6,45161290322581;10,8108108108108;6,55737704918033;1,31578947368421;8,97435897435897;17,3333333333333;3,65853658536585;7,07070707070707;5,71428571428571;6,25;11,5942028985507;5,88235294117647;7,8125;2,22222222222222;16,9811320754717
"Aglomeração Urbana de Piracicaba-AU- Piracicaba";"total";9,19117647058824;11,0619469026549;11,9741100323625;16,1943319838057;12,6923076923077;18,1818181818182;17,7865612648221;16,2037037037037;16,2393162393162;22,1052631578947;21,8905472636816;21,8446601941748;24,6511627906977;19,7044334975369;19,6969696969697;31,1111111111111;21,4592274678112;27,3127753303965;25,1282051282051;31,5789473684211;33,7962962962963
"Aglomeração Urbana de Jundiaí";"total";6,18556701030928;12,8712871287129;18,5483870967742;18,7919463087248;23,1788079470199;17,7304964539007;14,0350877192982;25,5639097744361;21,875;13,9344262295082;17,3611111111111;22,2222222222222;17,2932330827068;13,2911392405063;19,8795180722892;23,7704918032787;20;25,974025974026;23,1404958677686;33,6065573770492;27,8260869565217
"Aglomeração Urbana de Franca";"total";14,7540983606557;9,70873786407767;13,125;13,28125;20,2898550724638;14,1025641025641;15,3846153846154;18,2539682539683;15,1079136690647;15,3225806451613;11,0236220472441;14,1666666666667;14,9425287356322;14,8648648648649;26,8041237113402;17,3913043478261;29,8850574712644;24;32,6086956521739;30,1204819277108;41,1111111111111
"Outros";"total";32,1240491515506;32,6985178438354;36,4148983528713;37,8503625084087;39,0896101245152;40,9391891891892;41,8118232564396;44,4218292838061;46,2487396951545;47,7238150965477;50,3236412205897;50,4728670409144;52,8203685469124;54,3356574683296;55,7290174735033;56,9708222811671;57,9050203527815;58,2395430875189;57,878879180476;59,4885598923284;61,0619469026549
"Região Metropolitana do Vale do Rio Cuiabá";"pedestre";62,8571428571429;67,8571428571429;54,0816326530612;61,7647058823529;58,1818181818182;69,6428571428571;67,741935483871;70,1754385964912;71,2121212121212;71,875;68,1818181818182;71,4285714285714;70,8333333333333;63,8297872340426;75;56,6666666666667;72,5;75;85,1063829787234;76,6666666666667;69,4444444444444
"Região Metropolitana do Vale do Piancó";"pedestre";33,3333333333333;66,6666666666667;0;0;0;100;100;0;100;100;0;50;100;100;100;50;50;100;100;100;100
"Região Metropolitana do Vale do Paraíba e Litoral Norte";"pedestre";15,6976744186047;20,2453987730061;23,5294117647059;20,8860759493671;19,5945945945946;24,4094488188976;22,9007633587786;30,7017543859649;33,0769230769231;26,9565217391304;19,8198198198198;19,6261682242991;36,0655737704918;32,1428571428571;23,6559139784946;25,9259259259259;20,5128205128205;25,5813953488372;32,7586206896552;36,9230769230769;40,2985074626866
"Região Metropolitana do Vale do Paraíba";"pedestre";53,3333333333333;100;40;60;33,3333333333333;75;100;42,8571428571429;100;100;66,6666666666667;66,6666666666667;100;100;100;100;0;100;100;100;0
"Região Metropolitana do Vale do Mamanguape";"pedestre";0;66,6666666666667;100;0;100;75;100;87,5;100;100;50;100;50;100;100;66,6666666666667;90,9090909090909;100;100;75;100
"Região Metropolitana do Vale do Itajaí";"pedestre";7,31707317073171;3,57142857142857;0;4,16666666666667;0;5,40540540540541;2,7027027027027;2,94117647058824;5,55555555555556;6;5,71428571428571;5,26315789473684;5,71428571428571;0;6,25;11,5384615384615;18,75;12,5;7,14285714285714;3,84615384615385;25
"Região Metropolitana do Vale do Aço";"pedestre";29,4117647058824;14,2857142857143;18,75;7,69230769230769;13,3333333333333;30;28,5714285714286;0;23,0769230769231;7,69230769230769;42,8571428571429;28,5714285714286;33,3333333333333;61,5384615384615;78,9473684210526;44,8275862068966;69,5652173913043;60,8695652173913;57,1428571428571;76,9230769230769;62,5
"Região Metropolitana do Sul do Estado";"pedestre";100;100;0;0;100;100;100;100;50;100;66,6666666666667;0;100;0;0;100;100;100;100;40;100
"Região Metropolitana do Sudoeste Maranhense";"pedestre";0;100;66,6666666666667;50;100;82,6086956521739;66,6666666666667;66,6666666666667;83,3333333333333;85,7142857142857;75;90,9090909090909;78,0487804878049;87,8787878787879;86,1111111111111;94,1176470588235;85,7142857142857;100;92,5925925925926;83,5820895522388;95
"Região Metropolitana do Sertão";"pedestre";100;57,1428571428571;80;40;71,4285714285714;88,8888888888889;100;100;100;75;83,3333333333333;50;66,6666666666667;100;0;100;100;50;100;87,5;75
"Região Metropolitana do São Francisco";"pedestre";62,5;66,6666666666667;85,7142857142857;90,9090909090909;83,3333333333333;60;83,3333333333333;100;0;87,5;100;100;100;0;0;0;100;100;100;100;100
"Região Metropolitana do Rio de Janeiro";"pedestre";47,5073313782991;45,1914098972923;50,1818181818182;48,6410496719775;54,1742286751361;56,9350145489816;54,7641073080481;54,75;51,8661518661519;54,0915395284327;57,3515092502434;59,3576965669989;58,3850931677019;55,7037037037037;58,3783783783784;62,0320855614973;59,1511936339523;60,7438016528926;65,0563607085346;65,863453815261;65,8695652173913
"Região Metropolitana do Recife";"pedestre";81,4241486068111;89,568345323741;86,25;80,3333333333333;88,7878787878788;83,495145631068;90,1587301587302;88,8888888888889;83,7121212121212;85,663082437276;83,6120401337793;80,9756097560976;85,7142857142857;76,3157894736842;72,7272727272727;75,3768844221106;76,1904761904762;78,2178217821782;72,2772277227723;73,936170212766;70,0564971751412
"Região Metropolitana do Norte/Nordeste Catarinense";"pedestre";4,34782608695652;5,95238095238095;7,59493670886076;3,52941176470588;4,10958904109589;9,52380952380952;7,2463768115942;5,40540540540541;5,71428571428571;10,126582278481;8,06451612903226;24,1379310344828;12,9032258064516;2,12765957446809;13,7254901960784;15;17,0212765957447;20,4545454545455;37,5;23,5294117647059;18,5185185185185
"Região Metropolitana do Médio Sertão";"pedestre";75;50;60;100;50;75;100;50;100;100;90;66,6666666666667;100;50;0;100;0;100;100;100;100
"Região Metropolitana do Extremo Oeste";"pedestre";28,5714285714286;15,3846153846154;15,3846153846154;0;0;20;0;3,7037037037037;22,2222222222222;15,3846153846154;36,3636363636364;12,5;28,5714285714286;0;0;27,2727272727273;15,3846153846154;60;16,6666666666667;33,3333333333333;0
"Região Metropolitana do Contestado";"pedestre";16,6666666666667;33,3333333333333;9,375;21,0526315789474;13,5135135135135;0;11,7647058823529;7,69230769230769;14,2857142857143;16,6666666666667;10,5263157894737;25;23,5294117647059;12,5;33,3333333333333;15,3846153846154;8,33333333333333;42,8571428571429;23,8095238095238;21,4285714285714;33,3333333333333
"Região Metropolitana do Cariri";"pedestre";55,8139534883721;78,9473684210526;32,2033898305085;36,734693877551;62,2641509433962;62,8205128205128;52,7272727272727;59,1836734693878;69,0476190476191;86,6666666666667;81,25;71,4285714285714;50;70,3703703703704;85,7142857142857;90;88,8888888888889;75;88,4615384615385;83,3333333333333;86,6666666666667
"Região Metropolitana do Alto Vale do Itajaí";"pedestre";0;11,1111111111111;0;5;18,75;0;27,2727272727273;6,66666666666667;6,66666666666667;31,25;0;11,1111111111111;17,6470588235294;0;0;27,2727272727273;0;20;12,5;9,09090909090909;25
"Região Metropolitana do Agreste";"pedestre";58,3333333333333;58,0645161290323;75;84,375;73,9130434782609;83,8709677419355;82;74,468085106383;87,5;86,2068965517241;94;82,3529411764706;92,3076923076923;77,7777777777778;83,3333333333333;83,3333333333333;90,4761904761905;100;91,6666666666667;91,304347826087;93,75
"Região Metropolitana de Umuarama";"pedestre";20;15,3846153846154;20;18,1818181818182;40,9090909090909;15;20;15;10,5263157894737;17,6470588235294;16,6666666666667;16,6666666666667;7,14285714285714;37,5;25;37,5;66,6666666666667;33,3333333333333;41,6666666666667;15,3846153846154;57,1428571428571
"Região Metropolitana de Tubarão";"pedestre";14,2857142857143;0;6,66666666666667;0;4,54545454545455;19,2307692307692;0;0;5;14,2857142857143;13,0434782608696;16,6666666666667;9,09090909090909;0;15;20;0;23,0769230769231;0;9,09090909090909;21,4285714285714
"Região Metropolitana de Toledo";"pedestre";26,6666666666667;20;18,1818181818182;6,66666666666667;16,6666666666667;15,3846153846154;17,6470588235294;22,2222222222222;23,5294117647059;0;18,1818181818182;28,5714285714286;21,0526315789474;12,5;26,6666666666667;38,4615384615385;38,8888888888889;50;11,1111111111111;37,5;27,7777777777778
"Região Metropolitana de Sousa";"pedestre";100;0;0;0;33,3333333333333;0;0;100;100;50;33,3333333333333;50;66,6666666666667;50;100;100;0;100;0;100;0
"Região Metropolitana de Sorocaba";"pedestre";14,2857142857143;16;22,65625;21,6981132075472;15,2542372881356;21,7391304347826;20,4918032786885;19,8412698412698;20,1550387596899;19,3548387096774;22,6086956521739;30,2752293577982;31,1320754716981;25,8620689655172;23,8938053097345;25,3164556962025;25,7575757575758;26,3736263736264;28,2608695652174;27,5862068965517;23,6842105263158
"Região Metropolitana de Sobral";"pedestre";14,2857142857143;9,375;36,3636363636364;46,6666666666667;40;46,6666666666667;71,4285714285714;64,7058823529412;74,1935483870968;72;62,5;76,6666666666667;79,3103448275862;83,7837837837838;69,5652173913043;75,609756097561;80;78,9473684210526;79,4117647058823;68,1818181818182;92,3076923076923
"Região Metropolitana de São Paulo";"pedestre";34,0677966101695;33,128295254833;36,2731152204836;30,2810516772439;31,3996316758748;34,8284960422164;34,6992153443766;37,8719567177638;35,2272727272727;35,3333333333333;39,2644135188867;38,0861244019139;38,9528795811518;42,2764227642276;46,2039045553145;41,580310880829;43,0124223602485;45,1154529307282;52,987012987013;47,9020979020979;48,6215538847118
"Região Metropolitana de Santarém";"pedestre";0;0;100;71,4285714285714;60;100;66,6666666666667;0;100;100;100;100;75;0;75;50;66,6666666666667;100;0;92,8571428571429;100
"Região Metropolitana de Salvador";"pedestre";81,0810810810811;70,6521739130435;76,6990291262136;81,4814814814815;75,6410256410256;76,9230769230769;83,0434782608696;81,0185185185185;86,25;84,1463414634146;84,4897959183673;81,6143497757848;84,688995215311;83,3333333333333;80,6629834254144;81,021897810219;89,5238095238095;82,4074074074074;80,5194805194805;83,5616438356164;80,5555555555556
"Região Metropolitana de Ribeirão Preto";"pedestre";20,8333333333333;22,7272727272727;33,3333333333333;21,0526315789474;24,390243902439;22,4489795918367;27,5;21,6666666666667;19,6078431372549;30,6451612903226;30,6451612903226;25,8620689655172;15,2173913043478;36,5853658536585;20,6349206349206;22,8070175438596;44,6808510638298;25,4901960784314;37,9310344827586;33,3333333333333;35
"Região Metropolitana de Porto Velho";"pedestre";0;66,6666666666667;60;100;66,6666666666667;50;100;70;100;60,8695652173913;51,7241379310345;53,3333333333333;40,7407407407407;59,2592592592593;57,8947368421053;84;70,8333333333333;33,3333333333333;65,2173913043478;66,6666666666667;77,7777777777778
"Região Metropolitana de Porto Alegre";"pedestre";14,0096618357488;14,8325358851675;12,156862745098;11,0132158590308;12,4497991967871;15,3508771929825;15,979381443299;8,10810810810811;15,9420289855072;13,265306122449;17,032967032967;11,6883116883117;10,4477611940298;16,5605095541401;14,0939597315436;20,3125;9,15492957746479;11,7647058823529;15,8273381294964;22,4358974358974;13,7254901960784
"Região Metropolitana de Patos";"pedestre";22,2222222222222;28,5714285714286;33,3333333333333;0;50;36,3636363636364;100;100;50;50;0;100;50;40;75;100;50;100;57,1428571428571;75;83,3333333333333
"Região Metropolitana de Palmeira dos Índios";"pedestre";100;100;0;66,6666666666667;0;100;0;0;100;100;100;0;0;0;0;0;0;100;100;0;100
"Região Metropolitana de Palmas";"pedestre";42,3076923076923;81,25;50;55,5555555555556;61,5384615384615;66,6666666666667;57,8947368421053;52,3809523809524;48,4848484848485;84,2105263157895;68,75;71,4285714285714;73,9130434782609;80;57,1428571428571;43,4782608695652;53,3333333333333;85,7142857142857;66,6666666666667;63,6363636363636;77,7777777777778
"Região Metropolitana de Natal";"pedestre";69,620253164557;71,1864406779661;81,1320754716981;74,5454545454545;69,6428571428571;67,4418604651163;57,5757575757576;77,1428571428572;73,3333333333333;81,4814814814815;74;74,5454545454545;76,4705882352941;80,4878048780488;80;87,5;70,9677419354839;84,0909090909091;88;95,6521739130435;82,6086956521739
"Região Metropolitana de Maringá";"pedestre";24,1379310344828;14;23,943661971831;22,2222222222222;20;19,3548387096774;18,1818181818182;27,1186440677966;12,6760563380282;20;14,9253731343284;16,9811320754717;31,9148936170213;34,1463414634146;21,6216216216216;32,258064516129;19,4444444444444;28,9473684210526;28,9473684210526;21,4285714285714;37,1428571428571
"Região Metropolitana de Manaus";"pedestre";94,0298507462687;84,1666666666667;81,25;79,8611111111111;83,206106870229;85,15625;86,0927152317881;90,5511811023622;91,5254237288136;92,1052631578947;92,1212121212121;88,1081081081081;86,1111111111111;87,1621621621622;85,8267716535433;92,741935483871;92,7272727272727;90,3225806451613;92,5619834710744;91,0891089108911;90,2173913043478
"Região Metropolitana de Maceió";"pedestre";61,0328638497653;64,5161290322581;58,6538461538462;53,3333333333333;61,864406779661;57,9365079365079;64,2857142857143;57,6;81,0344827586207;80;82,9268292682927;89,6551724137931;89,8305084745763;100;96,7741935483871;100;90;93,9393939393939;61,5384615384615;95,6521739130435;97,0588235294118
"Região Metropolitana de Macapá";"pedestre";65,625;88,5416666666667;79,7619047619048;90,8045977011494;82,8571428571429;91,0112359550562;86,2068965517241;0;100;0;100;100;100;77,7777777777778;80,7692307692308;76,9230769230769;82,3529411764706;90,4761904761905;85,7142857142857;81,8181818181818;100
"Região Metropolitana de Londrina";"pedestre";21,0526315789474;17,8082191780822;17,3913043478261;19,1489361702128;24,5901639344262;16,2162162162162;24,2857142857143;15,4929577464789;12,1621621621622;14,4927536231884;13,4146341463415;20,2702702702703;22,2222222222222;12,3076923076923;22,9166666666667;18,6440677966102;18;25,8620689655172;8;28,8888888888889;31,9148936170213
"Região Metropolitana de Lages";"pedestre";4,76190476190476;13,3333333333333;0;9,09090909090909;14,2857142857143;10;13,3333333333333;7,14285714285714;16,6666666666667;16,6666666666667;15,3846153846154;28,5714285714286;16;13,3333333333333;10,5263157894737;23,0769230769231;27,2727272727273;18,1818181818182;35,2941176470588;6,66666666666667;23,5294117647059
"Região Metropolitana de João Pessoa";"pedestre";70;80;80,8080808080808;82,2222222222222;74,6478873239437;80,2083333333333;78,3132530120482;87,3417721518987;94,0476190476191;95,8333333333333;81,1594202898551;83,0508474576271;86,25;78,2608695652174;81,4814814814815;82,1428571428571;87,7551020408163;93,4426229508197;92,156862745098;94,6428571428571;81,25
"Região Metropolitana de Itabaiana";"pedestre";0;50;100;0;66,6666666666667;100;100;100;100;100;100;100;100;100;100;0;100;100;100;0;0
"Região Metropolitana de Gurupi";"pedestre";100;80;60;66,6666666666667;66,6666666666667;100;100;75;100;87,5;93,75;75;90;85,7142857142857;100;85,7142857142857;100;37,5;77,7777777777778;75;75
"Região Metropolitana de Guarabira";"pedestre";66,6666666666667;63,6363636363636;100;25;71,4285714285714;33,3333333333333;100;100;75;100;11,1111111111111;60;60;50;71,4285714285714;0;80;100;0;100;0
"Região Metropolitana de Goiânia";"pedestre";42,4778761061947;41,6;39,8373983739837;31,9148936170213;40,9090909090909;57,6687116564417;49,6062992125984;51,8796992481203;61,3138686131387;52,5;58,641975308642;65,625;70,6666666666667;58,1699346405229;66,4383561643836;63,2075471698113;70,7865168539326;73,394495412844;62,1052631578947;77,2727272727273;72,0930232558139
"Região Metropolitana de Fortaleza";"pedestre";56,1538461538462;47,6666666666667;34,0909090909091;36,3380281690141;34,7222222222222;29,973474801061;44,9101796407186;63,7795275590551;58,0882352941177;46,2295081967213;58,1661891117478;42,5531914893617;32,8358208955224;35,9882005899705;36,5384615384615;39,5061728395062;48,8372093023256;90,4494382022472;85,6164383561644;93,8053097345133;85,1351351351351
"Região Metropolitana de Florianópolis";"pedestre";15,9574468085106;14,2857142857143;9,75609756097561;12,8205128205128;7,27272727272727;9,41176470588235;20,2702702702703;17,5438596491228;10,9375;3,63636363636364;15,8730158730159;13,6363636363636;9,25925925925926;13,6363636363636;13,3333333333333;15,0943396226415;20,4545454545455;21,6216216216216;8,33333333333333;22,4489795918367;25,8064516129032
"Região Metropolitana de Feira de Santana";"pedestre";69,5652173913043;82,3529411764706;85,7142857142857;57,1428571428571;100;90;55,1724137931034;77,7777777777778;79,3103448275862;77,2727272727273;85,2941176470588;80,9523809523809;65;88,2352941176471;100;100;100;33,3333333333333;100;100;100
"Região Metropolitana de Esperança";"pedestre";50;0;22,2222222222222;60;100;100;100;50;0;0;0;0;0;0;0;0;0;100;0;0;0
"Região Metropolitana de Curitiba";"pedestre";11,2582781456954;7,29166666666667;6,03015075376884;6,55737704918033;4,50819672131148;9,6551724137931;5,62248995983936;8,92193308550186;6,96864111498258;5,30612244897959;7;6,55737704918033;9,74358974358974;10,3658536585366;10,4651162790698;10,6870229007634;8,14814814814815;20,6896551724138;8,9041095890411;16,8831168831169;18,5185185185185
"Região Metropolitana de Chapecó";"pedestre";13,0434782608696;18,1818181818182;14,2857142857143;0;6,66666666666667;16,6666666666667;4,76190476190476;4,34782608695652;21,4285714285714;9,67741935483871;6,45161290322581;3,57142857142857;8,33333333333333;0;14,2857142857143;15,3846153846154;12,5;22,7272727272727;10;23,5294117647059;16,6666666666667
"Região Metropolitana de Central";"pedestre";0;100;100;0;0;0;0;0;0;100;0;100;0;0;100;0;100;0;100;100;100
"Região Metropolitana de Cascavel";"pedestre";12,2448979591837;11,1111111111111;10,3448275862069;4,81927710843374;11,2903225806452;10,2564102564103;4,47761194029851;8,7719298245614;10;11,3636363636364;2,27272727272727;6,66666666666667;15,5555555555556;14,6341463414634;27,5862068965517;9,375;3,44827586206897;12,5;13,6363636363636;14,2857142857143;35
"Região Metropolitana de Campo Mourão";"pedestre";8,33333333333333;0;16,6666666666667;15,7894736842105;30,7692307692308;4,54545454545455;13,0434782608696;20;4;31,25;47,3684210526316;38,4615384615385;33,3333333333333;47,8260869565217;18,1818181818182;40,9090909090909;40;43,4782608695652;9,09090909090909;50;33,3333333333333
"Região Metropolitana de Campinas";"pedestre";16;22,9357798165138;31,4685314685315;23,2;33,8345864661654;28,4722222222222;28,7671232876712;30,4347826086957;25,7861635220126;27,7777777777778;39,1891891891892;35,4166666666667;35,7142857142857;41,6666666666667;31,3432835820896;35,5371900826446;33,8983050847458;43,4782608695652;35,4166666666667;45,6521739130435;47,4226804123711
"Região Metropolitana de Campina Grande";"pedestre";41,6666666666667;59,0909090909091;85;100;0;0;100;0;66,6666666666667;100;100;0;0;0;33,3333333333333;0;0;0;0;100;0
"Região Metropolitana de Cajazeiras";"pedestre";50;0;66,6666666666667;20;0;16,6666666666667;0;0;25;50;50;66,6666666666667;100;100;80;100;100;100;0;75;100
"Região Metropolitana de Caetés";"pedestre";77,7777777777778;75;58,8235294117647;60;50;83,3333333333333;80;60;100;100;100;75;100;100;100;100;0;100;100;100;100
"Região Metropolitana de Belo Horizonte";"pedestre";59,7444089456869;66,3690476190476;63,6904761904762;66,6666666666667;64,306784660767;65,3958944281525;65,0666666666667;65,625;62,5698324022346;63,4674922600619;65,4390934844193;65,6666666666667;63;65,863453815261;66,6666666666667;63,4615384615385;67,3267326732673;73,3990147783251;66,8539325842697;63,0057803468208;70,8609271523179
"Região Metropolitana de Belém";"pedestre";86,1607142857143;81,4814814814815;90,1023890784983;93,3554817275748;92,4302788844621;89,8989898989899;88,4745762711865;86,9565217391304;87,1527777777778;91,2133891213389;92,0212765957447;90,9560723514212;90,4176904176904;89,7222222222222;93,4883720930233;91,3978494623656;89,6825396825397;90,7630522088353;89,2857142857143;93,1372549019608;90,6779661016949
"Região Metropolitana de Barra de Santa Rosa";"pedestre";0;0;33,3333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Região Metropolitana de Araruna";"pedestre";100;0;0;0;50;75;100;0;50;0;0;0;0;100;0;100;100;100;0;0;0
"Região Metropolitana de Aracaju";"pedestre";46,6666666666667;58,7301587301587;66,1538461538461;51,7241379310345;51,219512195122;50,6666666666667;60,8695652173913;64;66,2337662337662;63,2911392405063;81,0810810810811;82,258064516129;86,5384615384615;81,25;83,3333333333333;85,9649122807018;84,375;89,1891891891892;76,4705882352941;96,4285714285714;88,4615384615385
"Região Metropolitana de Apucarana";"pedestre";41,6666666666667;41,6666666666667;21,4285714285714;12,5;25;4,54545454545455;26,6666666666667;31,25;23,8095238095238;17,6470588235294;13,0434782608696;16,6666666666667;33,3333333333333;34,4827586206897;19,047619047619;29,4117647058824;26,3157894736842;35,7142857142857;9,52380952380952;41,1764705882353;66,6666666666667
"Região Metropolitana da Zona da Mata";"pedestre";58,3333333333333;80;65,625;44,4444444444444;80;60;80;58,3333333333333;100;100;83,3333333333333;83,3333333333333;100;100;100;100;100;100;75;0;100
"Região Metropolitana da Serra Gaúcha";"pedestre";2,5;5,55555555555556;0;0;9,09090909090909;15;8,82352941176471;10,7142857142857;2,7027027027027;15,625;7,69230769230769;2,5;18,75;11,5384615384615;0;12;11,1111111111111;9,375;10;7,14285714285714;15,3846153846154
"Região Metropolitana da Grande Vitória";"pedestre";46,9879518072289;43,9759036144578;50;53,4591194968553;54,4827586206897;56,5573770491803;53,8461538461538;55,4054054054054;55,1515151515151;58,7719298245614;63,8461538461538;67,6691729323308;81,5533980582524;76,3636363636364;70,9302325581395;75,7142857142857;68,4210526315789;68;76,3888888888889;77,9220779220779;73,2142857142857
"Região Metropolitana da Grande São Luís";"pedestre";86,6666666666667;87,1428571428571;87,378640776699;80,2469135802469;82,8282828282828;80;80,2197802197802;81,6091954022989;76,9230769230769;75,9036144578313;80,9090909090909;85,5263157894737;91,6666666666667;82,9268292682927;84,2105263157895;76,3157894736842;91,4893617021277;72,3684210526316;80;79,3103448275862;90,5660377358491
"Região Metropolitana da Foz do Rio Itajaí";"pedestre";12,5;10,2564102564103;7,69230769230769;7,31707317073171;8,82352941176471;7,40740740740741;10,5263157894737;14,5833333333333;14,2857142857143;2,77777777777778;16,6666666666667;17,2413793103448;26,0869565217391;6,45161290322581;8,33333333333333;11,1111111111111;14,2857142857143;5,71428571428571;9,52380952380952;20,5882352941176;21,4285714285714
"Região Metropolitana da Capital";"pedestre";66,6666666666667;68,4210526315789;63,6363636363636;50;80;83,3333333333333;63,6363636363636;60;71,4285714285714;50;80;70;72,7272727272727;66,6666666666667;82,7586206896552;90;83,3333333333333;68,4210526315789;90;60;60
"Região Metropolitana da Baixada Santista";"pedestre";37,1428571428571;34,7826086956522;41,747572815534;39,2;37,719298245614;50;29,0322580645161;43,859649122807;40,5940594059406;37,2340425531915;39,6039603960396;41,8604651162791;40,2061855670103;32,5581395348837;34,0425531914894;43,8356164383562;45,1612903225806;38,4615384615385;45,3488372093023;52,7777777777778;57,6923076923077
"Região Metropolitana Carbonífera";"pedestre";6,25;7,89473684210526;11,1111111111111;4,76190476190476;9,67741935483871;8;0;4,16666666666667;0;14,2857142857143;0;4,54545454545455;13,0434782608696;4,34782608695652;6,25;7,69230769230769;5;16,6666666666667;11,1111111111111;12,5;10
"Região Integrada de Desenvolvimento do Distrito Federal e Entorno";"pedestre";78,030303030303;80,3571428571429;82,4915824915825;76,5472312703583;75,7352941176471;79,1044776119403;77,1186440677966;80,3149606299213;80;83,6363636363636;80,5054151624549;81,981981981982;82,6291079812207;87,7828054298643;72,9357798165138;65,7754010695187;75,5434782608696;70,3225806451613;65,4545454545455;76,2237762237762;71,9424460431655
"Região Integrada de Desenvolvimento da Grande Teresina";"pedestre";73,0769230769231;70,7692307692308;75,7575757575758;78,0487804878049;79,746835443038;65,8823529411765;80,2469135802469;75,6410256410256;80,8080808080808;81,9277108433735;75,531914893617;79,746835443038;72,972972972973;76,9230769230769;65,5555555555556;73,3333333333333;78,4313725490196;73,0769230769231;77,4193548387097;88,6363636363636;84,2105263157895
"Região Administrativa Integrada de Desenvolvimento do Polo Petrolina/PE e Juazeiro/BA";"pedestre";58,974358974359;50;52,5;70,3703703703704;50;75,8620689655172;72,7272727272727;50;71,4285714285714;77,2727272727273;88;93,9393939393939;92,8571428571429;89,6551724137931;82,6086956521739;86,6666666666667;90,625;87,8787878787879;95;93,5483870967742;95,4545454545455
"Aglomeração Urbana do Sul";"pedestre";21,0526315789474;17,0731707317073;4,16666666666667;12,5;13,7931034482759;8,57142857142857;10,5263157894737;26,6666666666667;18,75;15,1515151515152;17,2413793103448;12,9032258064516;12,9032258064516;15,1515151515152;20,6896551724138;13,1578947368421;10;23,8095238095238;18,5185185185185;11,1111111111111;13,0434782608696
"Aglomeração Urbana do Litoral Norte";"pedestre";0;0;5,88235294117647;15,3846153846154;0;0;11,1111111111111;6,66666666666667;25;0;9,09090909090909;14,2857142857143;5,26315789473684;16,6666666666667;8,33333333333333;10;9,09090909090909;9,09090909090909;0;9,09090909090909;7,69230769230769
"Aglomeração Urbana de Piracicaba-AU- Piracicaba";"pedestre";11,5384615384615;13,3333333333333;18,9189189189189;24,3589743589744;18,0327868852459;29,0322580645161;26,3157894736842;22,2222222222222;25;25;25;25,7142857142857;23,8095238095238;22,9166666666667;24,5901639344262;23,9130434782609;26,1904761904762;31,5789473684211;21,9512195121951;44,1860465116279;35,4166666666667
"Aglomeração Urbana de Jundiaí";"pedestre";0;9,52380952380952;26,4705882352941;23,0769230769231;27,5862068965517;33,3333333333333;14,8936170212766;39,4736842105263;25,9259259259259;5,88235294117647;14,8148148148148;29,7297297297297;17,5;13,8888888888889;22,4137931034483;27,2727272727273;19,3548387096774;34,0909090909091;37,5;35,1351351351351;51,8518518518518
"Aglomeração Urbana de Franca";"pedestre";27,2727272727273;20,8333333333333;11,4285714285714;38,0952380952381;23,6842105263158;27,5862068965517;16,6666666666667;18,5185185185185;8,82352941176471;7,14285714285714;5,26315789473684;12;21,0526315789474;7,69230769230769;33,3333333333333;20;42,1052631578947;32,258064516129;52,1739130434783;40;43,75
"Outros";"pedestre";40,3318903318903;39,9438399438399;44,0388479571333;45,4240697284613;43,8613231552163;45,4179254783484;48,3677548301133;49,2182188987084;49,5339547270306;50,3408683171869;53,4754098360656;51,7423442449842;54,6156675248253;55,6116504854369;56,2549173878836;52,9128339903636;55,1563229118059;53,610712577714;53,6023054755043;58,3169291338583;57,1925754060325
"Região Metropolitana do Vale do Rio Cuiabá";"ciclista";77,7777777777778;80;66,6666666666667;77,7777777777778;61,5384615384615;85,7142857142857;85,7142857142857;66,6666666666667;100;77,7777777777778;75;90,9090909090909;57,1428571428571;80;66,6666666666667;75;61,5384615384615;90;100;90;66,6666666666667
"Região Metropolitana do Vale do Piancó";"ciclista";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0
"Região Metropolitana do Vale do Paraíba e Litoral Norte";"ciclista";40;25;14,2857142857143;14,2857142857143;13,3333333333333;7,69230769230769;9,09090909090909;38,8888888888889;31,25;57,1428571428571;12,5;9,09090909090909;44,4444444444444;14,2857142857143;25;44,4444444444444;36,8421052631579;28,5714285714286;28,5714285714286;0;28
"Região Metropolitana do Vale do Paraíba";"ciclista";0;0;0;0;100;0;0;0;0;100;100;100;0;0;0;0;0;0;0;0;0
"Região Metropolitana do Vale do Mamanguape";"ciclista";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0
"Região Metropolitana do Vale do Itajaí";"ciclista";0;0;0;0;7,14285714285714;16,6666666666667;16,6666666666667;11,1111111111111;0;18,75;0;9,09090909090909;0;0;7,14285714285714;0;0;0;0;18,75;26,6666666666667
"Região Metropolitana do Vale do Aço";"ciclista";66,6666666666667;0;50;16,6666666666667;16,6666666666667;11,1111111111111;100;33,3333333333333;0;0;16,6666666666667;0;50;40;50;50;54,5454545454545;25;83,3333333333333;77,7777777777778;57,1428571428571
